zts1e	Nouveau objet
zts4605e	Coffre de Boxeur Ratufu.[n]En l'ouvrant tu obtiendras l'un des objets suivants:[n]Perle de Boxeur Ratufu[n]Perle de Ratufu malade[n]Ailes d'ange[n]Ailes de démon [n]Renforcement féérique [n]Rouleau de protection de l'équipement [n]Rouleau de libération[n]Grande potion spéciale[n]Nourriture spéciale pour animal domestique.[n]
zts4606e	En l'utilisant, tu auras une âme de fou et tu pourras donc aller plus vite et récolter plus d'or des monstres.[n]Durée: voir les infos sur l'objet.[n]Le décompte du temps commence à l'utilisation de l'objet.[n][n]
zts4607e	Le bateleur et ses pouvoirs magiques font diminuer la consommation de mana et augmenter toutes les résistances ainsi que ton Mana max.[n]Durée: voir les infos sur l'objet. Le décompte commence dès l'utilisation de l'objet.[n][n]
zts4608e	En l'utilisant, tu sentiras monter l'amour en toi et grâce à cela, tes HP, MP et ton attaque augmenteront.[n]Durée: voir les infos sur l'objet.[n]Le décompte du temps commence dès l'utilisation de l'objet.[n][n]
zts4609e	En la jouant, tu te sentiras aussi fort qu'un ermite, ce qui fera augmenter ta défense et tes HP.[n]Durée : voir les infos sur l'objet.[n]Le décompte du temps commence dès que l'objet est utilisé.[n][n]
zts4610e	Avec cet objet, tu seras la terreur de NosTale ![n]La précision et la force d'attaque augmentent chacun de 150.[n]Niveau : 1[n]Durée : 3 heures à partir de la première utilisation.[n][n]
zts4611e	En l'utilisant, tu deviendras aussi fort qu'un démon ce qui fera augmenter tes HP tout comme ta vitesse de déplacement et ton pouvoir d'attaque.[n]Durée: voir les infos sur l'objet.[n]Le décompte commence une fois l'objet utilisé.[n][n]
zts4612e	Grâce à la force magique de la maison, tu reçois plus d'or des monstre et plus de points d'expérience.[n]Durée: voir les infos sur l'objet.[n]Le décompte commence une fois l'objet utilisé.[n][n]
zts4613e	Avec la force de l'étoile brillante, atteint la vitesse de la lumière ! Ta vitesse de déplacement est augmentée et tu reçois plus de points d'expérience.[n]Durée: voir les infos sur l'objet.[n]Le décompte commence une fois l'objet utilisé.[n][n]
zts4614e	Grâce à la bénédiction de la lune, tes MP, ton pouvoir d'attaque et ta défense sont augmentées.[n]Durée: voir les infos sur l'objet.[n]Le décompte commence une fois l'objet utilisé.[n][n]
zts4615e	La chaleur du soleil booste ta vitesse de déplacement, tes MP et ta force d'attaque.[n]Durée d'utilisation : cf. infos sur l'objet[n]Le décompte de la durée d'utilisation commence dès que tu l'utilises.[n][n]
zts4616e	Contient les objets suivants disponibles dans le NosMall :[n]1x coffre à scooteur magique[n]10x ailes de l'amitié[n]30x haut-parleur[n]1x jeu de tarot[n]Et beaucoup d'autres objets. De plus, il contient aussi un coffre antique de la chance.[n][n]
zts4617e	Coffre du scooteur magique
zts4618e	Un coffre contenu dans le coffre premium. [n]Il contient un scooteur magique.[n]Attention:[n] Une fois le scooteur sorti du coffre, il ne pourra plus être vendu.[n][n]
zts4619e	Coffre antique de la chance
zts4620e	Un coffre de la chance contenant des objets de toute sorte que tu ne trouveras nulle part ailleurs.[n][n]
zts4621e	Un coffre avec des objets que tu peux acheter dans le NosMall.[n]Bénédiction d'ancelloan, jeu de tarot, grande potion spéciale et coffre à chapeau (7 jours)[n][n]
zts4622e	La carte de tarot (Le Fou) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4623e	La carte de tarot (La Bateleur) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4624e	La carte de tarot (L'Amoureux) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4625e	La carte de tarot (L'ermite) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4626e	La carte de tarot (La Mort) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4627e	La carte de tarot (Le Diable) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4628e	La carte de tarot (La Maison Dieu) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4629e	La carte de tarot (L'Étoile) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4630e	La carte de tarot (La Lune) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4631e	La carte de tarot (Le Soleil) est encore scellée et peut être transmise à d'autres joueurs.[n] Utilisation:[n] Double-clique pour desceller la carte et la recevoir.[n]Utilisable à tous les niveaux.[n][n]
zts4632e	Un paquet de cinq cartes de tarot : utilise-le pour recevoir cinq cartes de tarot scellées parmi:[n]Le Fou, Le Bateleur, L'Amoureux, L'ermite, La Mort, Le Diable, La Maison Dieu, L'Étoile, La Lune ou Le Soleil. [n] En utilisant une carte scellée, tu recevras une carte comme objet d'équipement. Une fois la carte posée, le temps d'utilisation commence.[n][n]
zts4633e	Utilise cet objet et il se transformera en scooteur magique. [n]La vitesse sera augmentée pareillement sur tous les terrains.[n]L'utilisation d'un objet pendant la transformation mettra fin à celle-ci.[n]La vitesse ne peut être augmentée davantage.[n]Utilisable à tous les niveaux .[n][n]
zts4634e	Utilise cet objet et il se transformera en tapis magique.[n]Grâce à lui, tu pourras te déplacer plus vite, surtout dans les régions désertiques.[n]Dans les autres région, ta vitesse sera juste un peu plus élevée.[n]En utilisant un autre objet pendant la transformation, celle-ci s'arrêtera.[n]Aucune augmentation de vitesse supplémentaire  possible.[n]Peut être utilisé à partir du niveau 70.[n][n]
zts4635e	La chaleur du soleil booste ta vitesse de déplacement, tes MP et ta force d'attaque.[n]Durée d'utilisation : cf. infos sur l'objet[n]Le décompte de la durée d'utilisation commence dès que tu l'utilises.[n][n]
zts4636e	Taux de collecte des points d'expérience augmente de 100%[n]Durée: 1 heure [n][n]
zts4638e	Uniforme de marin bleu (1 jour)
zts4639e	Uniforme de marin bleu (7 jours)
zts4640e	Uniforme de marin bleu (30 jours)
zts4641e	Uniforme de marin bleu (permanent)
zts4642e	Uniforme bleu de matelot (1 Jour)
zts4643e	Uniforme bleu de matelot (7 Jours)
zts4644e	Uniforme bleu de matelot (30 Jours)
zts4645e	Uniforme bleu de matelot (permanent)
zts4646e	Bonnet de marin bleu (1 jour)
zts4647e	Bonnet de marin bleu (7 jours)
zts4648e	Bonnet de marin bleu (30 jours)
zts4649e	Bonnet de marin bleu (permanent)
zts4650e	Bonnet bleu de matelot (1 Jour)
zts4651e	Bonnet bleu de matelot (7 Jours)
zts4652e	Bonnet bleu de matelot (30 Jours)
zts4653e	Bonnet bleu de matelot (permanent)
zts4657e	Parchemin du costume d'Halloween
zts4658e	Cet objet te permet, comme le veut la tradition d'Halloween, de te transformer en monstre. Une fois la transformation réussie, un parchemin sera utilisé.[n]Tu peux te transformer en :[n]Guerrier yak[n]Princesse Catrisha[n]Tortionnaire pinçant[n]Tortionnaire rouant[n]Tortionnaire de fer[n]Transformation inverse : [n]Une deuxième utilisation de cet objet déclenchera la transformation inverse sans qu'il ne soit utilisé.[n]Il en sera de même si tu meurs ou te déconnectes.[n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts4659e	Livre de la transformation d'Halloween
zts4660e	Cet objet te permet, comme le veut la tradition d'Halloween, de te transformer en monstre. Une fois la transformation réussie, un parchemin sera utilisé.[n]Tu peux te transformer en :[n]Guerrier yak[n]Princesse Catrisha[n]Tortionnaire pinçant[n]Tortionnaire rouant[n]Tortionnaire de fer[n][n] Transformation inverse : [n]Une deuxième utilisation de cet objet déclenchera la transformation inverse sans qu'il ne soit utilisé.[n]Il en sera de même si tu meurs ou te déconnectes.[n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts4661e	Parchemin du costume d'Halloween (évènement)
zts4662e	Cet objet te permet, comme le veut la tradition d'Halloween, de te transformer en monstre. Une fois la transformation réussie, un parchemin sera utilisé.[n]Tu peux te transformer en :[n]Guerrier yak[n]Princesse Catrisha[n]Tortionnaire pinçant[n]Tortionnaire rouant[n]Tortionnaire de fer[n][n]Transformation inverse : [n]Une deuxième utilisation de cet objet déclenchera la transformation inverse sans qu'il ne soit utilisé.[n]Il en sera de même si tu meurs ou te déconnectes.[n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts4663e	Sceau du raid d'Halloween
zts4664e	Commence le raid spécial Halloween en empruntant le passage secret de NosVille. [n]Niveau requis : 20 à 99[n][Comment ça marche]En l'utilisant, le joueur devient le chef d'une équipe.[n]Lorsque tu es chef d'équipe, clique sur d'autres personnages[n]puis sur le bouton "Équipe". Lorsque les préparatifs sont terminés, rends-toi à l'entrée du raid.[n]Quand le chef d'équipe entre dans le raid,[n]les autres membres le suivent automatiquement.[n][Attention] Les personnages ayant un niveau supérieur à 99 peuvent également participer au raid mais ils seront désavantagés.[n](Pas de coeurs supplémentaires, pas de boîte de raid, même en cas de réussite.)[n][n][n]Objet évènementiel :[n] cet objet disparaîtra à la fin de l'évènement.[n][n]
zts4665e	Sac de friandises d'Halloween
zts4666e	Tu recevras ce sac en allant voir les PNJ des villages et en leur disant "Des bonbons ou un mauvais sort !"[n]Tu pourras ensuite les collectionner et les échanger contre des cadeaux Halloween.[n]Objet évènementiel : [n] L'objet disparaîtra une fois l'évènement terminé. [n][n]
zts4667e	Panneau indicateur d'Halloween
zts4668e	Plante un panneau, qui restera 30 minutes, pour que d'autres joueurs viennent dans ton Mini-pays.[n]Le panneau est en forme de Jack O´Lantern ![n][n]
zts4669e	Coffre de l'épouvante spécial Halloween
zts4670e	Il y a plein d'objets différents cachés dans le coffre.[n]Objet évènementiel:[n]L'objet disparaîtra à la fin de l'évènement.[n][n]
zts4671e	Coffre de Jack O'Lantern
zts4672e	Un coffre d'Halloween contenant des objets super chouettes et utiles.[n]Tu y trouveras l'un des objets suivants : [n]1x Perle de Ratufu courge, [n]30x Parchemin du costume d'Halloween, [n]20x Panneau indicateur d'Halloween,[n]3x Bénédiction d'Ancelloan,[n][n]3x Jeu de tarot.[n]Objet particulier : contient un Coffre antique de la chance.[n][n]
zts4673e	Son utilisation permettra de régénérer le joueur et son NosMate. [n][n]Cet objet disparaît à la fin de l'évènement spécial.[n]
zts4674e	Avec cet objet, tu seras la terreur de NosTale ![n]La précision et la force d'attaque augmentent chacun de 150.[n]Niveau : 1[n]Durée : 3 heures à partir de la première utilisation.[n][n]
zts4693e	Sac à dos de l'aventurier (10 jours, évènement)
zts4695e	Sac à dos du partenaire (10 jours, évènement)
zts4697e	Panier pour animal de compagnie (10 jours, évènementiel)
zts4700e	En l'utilisant, tu sentiras la force de l'amour monter en toi, il fera augmenter tes HP, MP et ton pouvoir d'attaque.[n]Durée: voir les infos sur l'objet.[n]La décompte commence  une fois la carte utilisée.[n][n]
zts4701e	Perle de Ratufu courge
zts4702e	Coffre de l'épouvante
zts4703e	Sceau de Jack O'Lantern
zts4704e	Le Raid de Jack O'Lantern peut commencer ![n]Il partira au nord-ouest de NosVille, dans la Cachette de Jack.[n]Niveau conseillé : de 20 à 99.[n][Comment ça marche]En l'utilisant, le joueur devient le chef d'une équipe.[n]Lorsque tu es chef d'équipe, clique sur d'autres personnages[n]puis sur le bouton "Équipe". Lorsque les préparatifs sont terminés, rends-toi à l'entrée du raid.[n]Quand le chef d'équipe entre dans le raid,[n]les autres membres le suivent automatiquement.[n][Attention] Les personnages ayant un niveau supérieur à 99 peuvent également participer au raid mais ils seront désavantagés.[n](Pas de coeurs supplémentaires, pas de boîte de raid, même en cas de réussite.)[n][n][n]Objet évènementiel :[n] cet objet disparaîtra à la fin de l'évènement.[n][n]
zts4705e	Un coffre aux trésors spécial Halloween renfermant un coffre de l'épouvante et un coffre de la chance.[n] Eux-mêmes contiennent des objets super chouettes et utiles.[n]
zts4706e	En l'utilisant, tu sentiras monter en toi la force de l'amour, qui fera augmenter tes HP,MP et ton pouvoir d'attaque.[n]Durée: voir les infos sur l'objet.[n]Le décompte commence une fois l'objet utilisé.[n][n]
zts4707e	Une fois utilisé, l'objet se transformera en tapis magique.[n]Tu pourras te déplacer plus rapidement, en particulier dans les régions désertiques.[n]L'utilisation d'un autre objet au cours de la transformation mettra fin à celle-ci.[n]Utilisable à tous les niveaux.[n][n]
zts4710e	Un coffre contenant un scooteur magique. [n]Attention:[n]Une fois le scooteur sorti du coffre, il ne pourra plus être vendu.[n][n]
zts4711e	Coffre du tapis magique
zts4712e	Un coffre contenant un tapis magique.[n]Attention :[n] une fois le tapis sorti du coffre, il ne peut plus être vendu.[n][n]
zts4760e	Pégase
zts4761e	Récipient scellé
zts4762e	Un récipient scellé dans lequel des monstres sont emprisonnés.[n][n]Tu peux l'utiliser dans le village, en pleine nature ou dans ton Mini-pays pour créer des monstres. Si tu chasses ces monstres, tu recevras beaucoup de points d'expérience et sans doute aussi quelques caisses scellées.[n][n]Avertissement :[n][n]Si tu crées les monstres dans un Mini-pays, les monstres disparaissent dès que plus personne n'est dans le Mini-pays.[n][n]Objet évènementiel[n][n]Cet objet disparaîtra une fois l'évènement terminé.[n][n]
zts4763e	Récipient scellé (évènement)
zts4764e	Un récipient scellé dans lequel des monstres sont emprisonnés.[n][n]Tu peux l'utiliser dans le village, en pleine nature ou dans ton Mini-pays pour créer des monstres. Si tu chasses ces monstres, tu recevras beaucoup de points d'expérience et sans doute aussi quelques caisses scellées.[n][n]Avertissement :[n][n]Si tu crées les monstres dans un Mini-pays, les monstres disparaissent dès que plus personne n'est dans ce Mini-pays.[n][n]Objet évènementiel[n][n]Cet objet disparaîtra une fois l'évènement terminé.[n][n]
zts4765e	Parchemin du costume glacé
zts4766e	Ce parchemin te permet de te transformer en un monstre de la Couronne de glace, qui est bien de saison. [n]Le parchemin est utilisé si la transformation réussit.[n]Transformation inverse :[n]Réutilise le parchemin pour retrouver ta forme normale.[n]Si tu meurs ou que tu te déconnectes, la transformation sera inversée automatiquement.[n][n]
zts4767e	Parchemin du costume glacé (évènement)
zts4768e	Ce parchemin te permet de te transformer en un monstre de la Couronne de glace, ce qui est plutôt de saison ! Le parchemin est utilisé si la transformation réussit.[n]Transformation inverse :[n]En réutilisant le parchemin, tu reprendras ta forme normale sans utiliser de parchemin.[n]Si tu meurs ou que tu te déconnectes, l'effet sera dissout instantanément.[n][n]
zts4769e	Caisse NosMall qui contient des objets.[n][n]
zts4770e	Trésor du Nouvel An
zts4771e	Cette caisse recèle d'incroyables objets.[n]Si tu ouvres la caisse, tu obtiendras l'un des objets suivants :[n]1x perle de pégase[n]1x perle du Ratufu de Noël[n]50x récipient scellé[n]30x parchemin du costume glacé[n]8x bénédiction d'Ancelloan[n][n]
